Address,Rooms,Area,Towards,Floor,Decorate,subway,FiveYear,hasLift,TotalPrice,Price
"大同公寓-浦沿-镇前路,近浦西路",3室2厅2卫,135,南向,中层（共22层）,精装修,距离4号线浦沿696米,满五唯一,电梯房,315万元,23333元/
钱江公寓-其他-七堡直街12号,1室1厅1卫,45,南向,中层（共12层）,精装修,0,满二唯一,电梯房,123万元,27333元/
中赢云际-中兴-江晖路1062号,2室2厅2卫,42,南向,中层（共19层）,精装修,距离1号线滨和路748米,满二唯一,电梯房,188万元,44761元/
兴耀鑫都汇-西兴-滨康路,2室2厅2卫,49,西向,低层（共20层）,精装修,距离1号线西兴514米,满二唯一,电梯房,145万元,29531元/
"恒鼎博邑郡-长河-滨康路,近时代大道",2室2厅2卫,42,南向,低层（共22层）,精装修,0,满五唯一,电梯房,165万元,39007元/
"江滨澜廷-中兴-闻涛路,近江陵路",1室2厅1卫,60,北向,高层（共24层）,精装修,距离1号线江陵路849米,满五唯一,电梯房,255万元,42500元/
"江滨澜廷-中兴-闻涛路,近江陵路",1室2厅1卫,60,北向,高层（共24层）,精装修,距离1号线江陵路849米,满五唯一,电梯房,255万元,42500元/
"金铂湾-中兴-闻涛路,近通和路",1室1厅1卫,45,南北向,高层（共24层）,简单装修,距离1号线江陵路841米,满五唯一,电梯房,135万元,30000元/
钱江公寓-其他-七堡直街12号,1室1厅1卫,45,南向,低层（共17层）,豪华装修,0,满五唯一,电梯房,120万元,26666元/
"恒鼎博邑郡-长河-滨康路,近时代大道",2室2厅1卫,42,东南向,中层（共29层）,精装修,0,满五唯一,电梯房,160万元,38095元/
钱江公寓-其他-七堡直街12号,1室1厅1卫,45,南向,高层（共12层）,精装修,0,满两年,电梯房,120万元,26666元/
"积家(商住楼...-彩虹城-浦沿路,近东信大道",1室2厅1卫,40,东向,中层（共32层）,精装修,距离4号线中医药大学197米,满五唯一,电梯房,98万元,24438元/
中赢云际-中兴-江晖路1062号,2室2厅2卫,50,南向,中层（共20层）,精装修,距离1号线滨和路748米,满五唯一,电梯房,225万元,45000元/
绿地旭辉城-西兴-七甲路,3室2厅1卫,89,西南向,中层（共47层）,简单装修,0,0,0,355万元,39887元/
星光国际广场-其他-江南大道228号,1室1厅1卫,54,南向,中层（共27层）,精装修,距离1号线江陵路711米,满五唯一,电梯房,110万元,20220元/
滨江金茂府(...-长河-滨盛路与西兴路交界,5室2厅3卫,155,南北向,中层（共30层）,豪华装修,距离1号线江陵路910米,满五唯一,1,725万元,46774元/
"寰宇天下C区-中兴-滨盛路,近江陵路",2室2厅1卫,89,南北向,中层（共28层）,精装修,距离1号线江陵路814米,满五唯一,电梯房,400万元,44943元/
"春波小区-西兴-春波路,近江陵路",3室2厅1卫,102,南向,中层（共6层）,简单装修,距离1号线西兴739米,满五唯一,0,290万元,28431元/
